,category,content
1137,world,"about 100 taliban on wednesday fought with security forces in a northern afghan village, and a military helicopter crashed as it ferried reinforcements ...
"
1138,world,"attackers stabbed a yemeni provincial governor in the neck with a dagger on monday, and at least 60 other people were wounded in confrontations ...
"
1139,world,"al qaeda leader osama bin laden was buried at sea from the deck of a u.s. aircraft carrier in the north arabian sea after being washed according to islamic custom and receiving a religious funeral, a u.s. defense official said on monday.
"
1140,world,"a request by the government to the united nations security council on behalf of more than 40 taliban figures seeks to move reconciliation talks forward.
"
1141,world,"tens of thousands of people filled madrid's puerta del sol on saturday evening to protest high unemployment and austerity measures, defying a ban on demonstrations on the eve of local elections.
"
1142,world,"tens of thousands of people filled madrid's puerta del sol on saturday evening to protest high unemployment and austerity measures, defying a ban on demonstrations on the eve of local elections.
"
1143,world,"seven members of the nato-led international security assistance force (isaf) were killed by a roadside bomb in southern afghanistan on thursday, the coalition said, the worst single incident involving foreign troops in a month.
"
1144,world,"a sri lankan-born tamil has been questioned in norway as part of a dutch probe into extortion by the tamil tigers and sri lankan media on friday identified him as the leader of one the defeated separatist group's most powerful remaining factions.
"
1145,world,"new venezuelan taxes on windfall oil revenue will let socialist president hugo chavez boost spending on popular social programs by billions of dollars ahead of his re-election bid next year.
"
1146,world,"senior syrian army ranks are packed with loyal members of president bashar al-assad's alawite minority, reducing any prospect of military pressure on him to stand aside if protests grow, military experts say.
"
1147,world,"thousands of students took to the streets of ouagadougou, burkina faso's capital, burning tires and chanting in support of teachers who are demanding better conditions.
"
1148,world,"the head of bahrain's military claimed that the country's brutal crackdown on dissent was entirely justified because the kingdom's security forces had been confronted by young protesters under the influence of mind-altering drugs.
"
1149,world,"with the unrest in yemen, counterterrorism efforts there have halted, allowing al qaeda to increase plotting for possible attacks against europe and the united states, officials say.
"
1150,world,"after his party had a poor showing in state elections, guido westerwelle decided to give up two political posts, but his future as the german foreign minister remained in doubt.
"
1151,world,"italy's prime minister silvio berlusconi, his popularity plummeting as he faces a string of legal cases, appeared in court for the first time in eight years on monday.
"
1152,world,"at least two suspected bomb-makers were killed in a blast in kaduna in northern nigeria on saturday, a city at the center of post-election violence in which hundreds of people are thought to have died this week.
"
